@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L52799","0.247191","1","4","1","0.219178","0.262295","16","16","1","2","2","13","3","0","0","2","11","0","0","0","0","0","5","0","0","0","0","0","0","0","61","73","0","1","0","1","9","0","4","0","9","34","0","4","0","61","73","0","1","0","1","9","0","4","0","9","34","0","4","0","0","0","33","4","3","0","0","0","0","12","0","0","0","0","0","0","0","2","21","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","false"
"L1825","0","0","0","0","0","0","0","0","1","0","0","3","5","3","1","5","8","0.25","0.2","3","3","1","3","0.2","3","7","13","0","0","1","12","15","15","12","0","0","3","0","3","0","68","3","0","56","10","12","15","15","12","0","0","3","0","3","0","68","3","0","56","10","0","0","13","0","2","0","1","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","false"
"L43782","0","0","0","0","0","0","0","0","24","2","2","38","1","2","1","0","33","0.0322581","0.025","4","3","1","30","0.0223464","4","1","1","0","0","1","156","193","6","2","1","1","33","0","30","2","69","53","0","63","4","175","216","6","2","1","1","36","0","33","2","72","61","0","66","4","0","0","86","2","10","0","0","2","0","0","0","2","0","0","3","0","0","5","78","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","false"
"L52842","0","0","0","0","0","0","0","0","3","0","0","4","4","1","1","1","5","0.25","0.15","3","3","1","3","0.15","3","1","2","0","0","2","17","23","1","0","1","0","4","0","3","0","4","3","0","3","0","17","23","1","0","1","0","4","0","3","0","4","3","0","3","0","0","0","13","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L41944","0","0","0","0","0","0","0","0","9","2","2","42","0","10","15","0","36","0.0294118","0.0444444","8","8","1","33","0.038835","8","0","0","1","1","0","172","210","5","1","5","1","36","0","33","2","36","60","0","33","2","198","245","6","1","6","1","39","0","36","2","39","73","0","36","2","0","0","90","1","19","0","0","10","0","0","0","2","0","0","2","0","0","4","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","4","0","1","0","0","0","false"
"L3501","0","0","0","0","0","0","0","0","2","0","0","8","5","15","16","3","11","0.222222","0.270833","13","13","2","7","0.270833","13","5","10","1","2","2","35","46","12","10","1","0","8","0","8","0","51","13","0","43","10","35","46","12","10","1","0","8","0","8","0","51","13","0","43","10","0","0","18","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","15","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L3510","0","0","0","0","0","0","0","0","2","1","1","9","8","2","1","4","12","0.222222","0.233333","14","13","2","7","0.0728155","15","5","10","0","0","2","46","61","12","10","1","0","8","0","8","0","50","20","0","42","10","191","238","13","10","2","0","37","0","37","0","79","64","0","71","10","0","0","90","6","6","0","0","0","0","0","0","2","0","0","0","0","0","6","81","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","1","0","5","3","0","0","0","0","false"
"L4335","0","0","0","0","0","0","0","0","3","5","3","35","19","8","10","29","43","0.3","0.161765","22","14","3","7","0.161765","22","4","8","2","4","2","114","156","11","9","1","1","14","0","9","1","41","70","0","33","9","114","156","11","9","1","1","14","0","9","1","41","70","0","33","9","0","0","32","1","12","0","0","8","0","0","0","1","0","1","0","1","0","5","27","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L3507","0","0","0","0","0","0","0","0","2","2","2","27","10","133","696","24","40","0.153846","0.0990991","11","11","2","11","0.0990991","11","6","12","1","1","2","100","133","15","12","3","2","16","0","12","0","66","52","0","54","10","100","133","15","12","3","2","16","0","12","0","66","52","0","54","10","0","0","40","0","11","0","0","9","0","0","0","1","0","0","0","1","0","1","33","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","false"
"L53323","0","0","0","0","0","0","0","0","1","0","0","1","10","0","0","11","12","0","0","0","0","0","2","0","0","0","0","0","0","0","24","27","0","0","0","0","1","0","1","0","1","19","0","1","0","31","35","1","0","1","0","2","1","1","0","10","20","1","9","0","0","0","17","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","0","2","0","0","0","false"
"L53346","0.840909","3","26","8","0.80791","0.819876","143","132","3","2","2","12","4","3","0","12","15","0","0","0","0","0","4","0","0","0","0","0","0","0","107","120","0","0","0","0","3","0","3","0","3","81","0","3","0","161","177","0","0","0","0","6","0","6","0","6","117","0","6","0","0","0","79","9","9","0","0","6","0","51","0","1","0","0","0","3","0","0","24","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","false"
"L53437","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","7","9","1","0","1","0","1","1","1","0","1","1","1","1","0","7","9","1","0","1","0","1","1","1","0","1","1","1","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L53460","0.623711","1","2","2","0.444444","0.44898","24","22","2","1","1","2","13","0","0","14","16","0","0","0","0","0","3","0","0","0","0","0","0","0","49","54","0","0","0","0","2","0","2","0","2","37","0","2","0","49","54","0","0","0","0","2","0","2","0","2","37","0","2","0","0","0","28","2","14","0","0","0","0","17","0","1","0","0","0","3","0","0","7","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","false"
"L53469","0","0","0","0","0","0","0","0","1","0","0","1","11","0","0","18","19","0","0.0263158","1","0","0","2","0.0263158","1","0","0","0","0","0","37","43","0","0","0","0","1","0","1","0","1","32","0","1","0","37","43","0","0","0","0","1","0","1","0","1","32","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L53493","0","0","0","0","0","0","0","0","1","0","0","1","9","0","0","14","15","0","0","0","0","0","2","0","0","0","0","0","0","0","20","23","0","0","0","0","1","0","1","0","1","15","0","1","0","20","23","0","0","0","0","1","0","1","0","1","15","0","1","0","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L15355","0","0","0","0","0","0","0","0","1","1","1","5","1","0","0","0","3","0","0.037037","1","0","0","3","0.037037","1","1","1","0","0","1","26","31","4","0","4","0","3","0","2","0","3","12","0","2","0","26","31","4","0","4","0","3","0","2","0","3","12","0","2","0","0","0","9","0","4","0","0","3","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L53602","0.0497836","1","8","2","0.0297767","0.0361011","24","20","1","4","4","127","7","12","50","14","75","0.510638","0.197101","136","124","24","23","0.197101","136","1","1","1","1","1","554","806","31","9","31","9","61","1","46","10","65","302","1","50","11","554","806","31","9","31","9","61","1","46","10","65","302","1","50","11","0","2","131","2","70","0","2","55","0","14","0","0","0","6","0","2","0","4","91","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","18","2","7","0","0","0","false"
"L18313","0.285714","2","8","8","0.24031","0.280488","93","92","1","3","3","48","4","9","15","13","48","0.0416667","0.0294985","10","9","1","23","0.0294985","10","2","2","0","0","1","329","387","33","11","2","4","35","1","23","6","74","172","2","53","11","329","387","33","11","2","4","35","1","23","6","74","172","2","53","11","0","0","135","0","19","0","0","7","0","54","0","0","0","0","0","0","0","12","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","false"
"L54071","0","0","0","0","0","0","0","0","2","1","1","4","4","1","2","4","7","0.25","0.24","6","6","1","3","0.24","6","1","1","0","0","1","19","23","3","2","1","0","3","0","3","0","12","8","0","12","1","19","23","3","2","1","0","3","0","3","0","12","8","0","12","1","0","0","10","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","1","0","false"
"L54092","0","0","0","0","0","0","0","0","1","1","1","5","4","0","0","10","13","0.25","0.0833333","4","4","1","3","0.0833333","4","0","0","0","0","0","44","58","1","0","1","0","3","0","3","0","3","33","0","3","0","44","58","1","0","1","0","3","0","3","0","3","33","0","3","0","0","0","9","3","3","0","0","2","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","false"
"L59124","0","0","0","0","0","0","0","0","1","3","3","3","2","1","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","19","20","1","0","1","0","1","0","1","0","1","14","0","1","0","19","20","1","0","1","0","1","0","1","0","1","14","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L59129","0","0","0","0","0","0","0","0","1","2","2","3","2","1","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","17","18","0","0","0","0","1","0","1","0","1","13","0","1","0","17","18","0","0","0","0","1","0","1","0","1","13","0","1","0","0","0","5","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L59284","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","8","2","0","2","0","1","0","1","0","1","1","0","1","0","7","8","2","0","2","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L25311","0","0","0","0","0","0","0","0","0","0","0","1","2","5","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","8","9","2","0","2","0","1","2","1","0","1","2","2","1","0","8","9","2","0","2","0","1","2","1","0","1","2","2","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L59493","0","0","0","0","0","0","0","0","1","3","3","9","6","1","1","10","12","0","0","0","0","0","2","0","0","0","0","0","0","0","34","41","1","0","1","0","2","0","1","0","2","20","0","1","0","34","41","1","0","1","0","2","0","1","0","2","20","0","1","0","0","0","7","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L59659","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","0","1","0.5","0.230769","3","3","1","1","0.230769","3","0","0","0","0","0","10","11","3","0","3","0","1","3","1","0","1","3","3","1","0","10","11","3","0","3","0","1","3","1","0","1","3","3","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L59868","0.206131","4","28","7","0.180743","0.214623","107","91","1","4","4","163","10","4","19","51","88","0.32","0.222222","122","95","8","17","0.222222","122","1","2","0","0","2","427","592","8","29","5","17","37","0","24","5","56","274","1","35","5","427","592","8","29","5","17","37","0","24","5","56","274","1","35","5","0","2","129","0","111","0","6","98","0","46","0","0","0","8","0","2","0","8","63","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","9","0","0","0","0","0","false"
"L59888","0.127618","6","54","18","0.109574","0.146497","103","92","3","6","6","191","21","6","42","86","150","0.176471","0.183007","140","92","6","28","0.185806","144","2","2","2","2","1","625","930","31","28","10","15","64","0","33","5","175","389","2","100","13","631","940","32","28","10","15","65","0","33","5","178","392","2","101","13","0","2","191","9","110","0","2","95","0","50","0","1","0","10","2","7","0","16","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","21","3","1","1","0","0","false"
"L60342","0.0584958","1","6","1","0.0459559","0.053528","25","22","6","5","5","121","28","2","36","60","110","0.108696","0.0798226","36","22","5","41","0.0798226","36","3","8","0","0","3","415","544","37","31","6","3","50","0","45","7","225","230","2","145","20","415","544","37","31","6","3","50","0","45","7","225","230","2","145","20","0","2","129","0","68","0","0","57","0","9","0","1","0","3","0","4","0","13","93","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","false"
"L14697","0","0","0","0","0","0","0","0","1","3","3","51","17","16","13","37","78","0.047619","0.0659341","12","12","2","40","0.0659341","12","2","7","0","0","5","170","219","2","1","2","1","41","0","41","1","41","68","0","41","1","170","219","2","1","2","1","41","0","41","1","41","68","0","41","1","0","0","91","0","13","0","0","8","0","0","0","0","0","0","0","2","0","5","83","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L60643","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","3","6","0.25","0.35","7","7","1","3","0.35","7","3","3","0","0","1","13","17","31","28","0","0","3","0","3","0","178","3","2","103","13","13","17","31","28","0","0","3","0","3","0","178","3","2","103","13","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","false"
"L61446","0","0","0","0","0","0","0","0","12","0","0","13","6","1","3","8","21","0","0","0","0","0","14","0","0","1","1","0","0","1","75","99","1","0","1","0","13","0","13","0","14","33","0","14","0","75","99","1","0","1","0","13","0","13","0","14","33","0","14","0","0","0","30","6","2","0","0","0","0","0","0","1","0","0","2","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","false"
"L62716","0","0","0","0","0","0","0","0","1","4","4","11","9","1","1","6","8","0","0","0","0","0","3","0","0","0","0","0","0","0","54","68","2","0","2","0","2","0","2","0","2","38","0","2","0","54","68","2","0","2","0","2","0","2","0","2","38","0","2","0","0","0","9","4","7","0","0","3","0","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","false"
"L62814","0.713043","4","12","4","0.622222","0.635135","56","47","1","3","3","13","11","1","1","18","25","0","0","0","0","0","3","0","0","0","0","0","0","0","74","90","3","0","3","0","7","0","2","0","7","48","0","2","0","74","90","3","0","3","0","7","0","2","0","7","48","0","2","0","0","0","41","5","11","0","0","5","0","23","0","0","0","0","0","1","0","3","17","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","false"
"L62886","0.255924","1","3","1","0.218182","0.266667","12","12","1","3","3","7","10","1","1","9","11","0","0.0217391","1","0","0","3","0.0217391","1","0","0","0","0","0","45","55","3","0","3","0","2","0","2","0","2","30","0","2","0","45","55","3","0","3","0","2","0","2","0","2","30","0","2","0","0","0","18","4","6","0","0","2","0","11","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","false"
"L62935","0.713043","4","12","4","0.622222","0.635135","56","47","1","3","3","13","12","1","1","18","25","0","0","0","0","0","3","0","0","0","0","0","0","0","74","90","3","0","3","0","7","0","2","0","7","48","0","2","0","74","90","3","0","3","0","7","0","2","0","7","48","0","2","0","0","0","41","8","11","0","0","5","0","23","0","0","0","0","0","1","0","3","17","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1","4","1","0","0","false"
"L62968","0","0","0","0","0","0","0","0","1","3","3","4","2","1","1","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","22","26","1","0","1","0","2","0","2","0","2","9","0","2","0","22","26","1","0","1","0","2","0","2","0","2","9","0","2","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","false"
"L63032","0.194946","1","3","1","0.1875","0.230769","12","12","1","3","3","7","11","1","1","12","14","0","0","0","0","0","3","0","0","0","0","0","0","0","52","64","3","0","3","0","2","0","2","0","2","37","0","2","0","52","64","3","0","3","0","2","0","2","0","2","37","0","2","0","0","0","20","4","6","0","0","2","0","11","0","0","0","0","0","2","0","0","7","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","false"
"L63176","0.267857","1","3","1","0.222222","0.272727","12","12","1","3","3","7","9","1","1","12","14","0","0.0222222","1","0","0","3","0.0222222","1","0","0","0","0","0","44","54","2","0","2","0","2","0","2","0","2","30","0","2","0","44","54","2","0","2","0","2","0","2","0","2","30","0","2","0","0","0","19","4","7","0","0","2","0","11","0","0","0","0","0","1","0","1","7","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","false"
"L63210","0.1875","1","5","1","0.2","0.212766","11","10","3","4","4","10","7","1","2","14","18","0","0","0","0","0","5","0","0","0","0","0","0","0","42","49","1","0","1","0","4","0","4","0","4","24","0","4","0","48","55","1","0","1","0","5","0","5","0","5","27","0","5","0","0","0","30","1","3","0","0","3","0","11","0","1","0","2","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L63242","0","0","0","0","0","0","0","0","2","2","2","7","8","2","2","13","16","0","0.0357143","2","0","0","2","0.03125","2","0","0","0","0","0","54","69","4","0","4","0","3","0","1","0","3","34","0","1","0","62","77","4","0","4","0","5","0","3","0","5","36","0","3","0","0","0","20","2","4","0","0","0","0","0","0","1","0","0","0","0","0","0","19","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L63283","0","0","0","0","0","0","0","0","2","1","1","6","5","0","0","0","3","0","0.0625","1","0","0","4","0.0625","1","1","1","0","0","1","15","20","0","1","0","1","3","0","3","0","3","3","0","3","0","15","20","0","1","0","1","3","0","3","0","3","3","0","3","0","0","0","10","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L63311","0","0","0","0","0","0","0","0","8","0","0","9","6","1","0","6","15","0","0","0","0","0","10","0","0","2","2","0","0","1","50","59","0","1","0","1","9","0","9","0","38","21","0","38","0","50","59","0","1","0","1","9","0","9","0","38","21","0","38","0","0","0","22","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L63396","0","0","0","0","0","0","0","0","1","2","2","5","0","1","0","0","1","0.5","0.0882353","3","3","1","1","0.0555556","3","0","0","0","0","0","31","41","3","0","3","0","1","0","1","0","1","25","0","1","0","51","65","4","0","4","0","2","0","2","0","2","39","0","2","0","0","0","10","2","10","0","0","5","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","false"
"L63708","0","0","0","0","0","0","0","0","1","3","3","34","33","0","0","45","57","0.181818","0.0945274","19","12","2","9","0.0945274","19","1","1","0","0","1","182","229","16","1","16","1","12","0","10","0","12","92","0","10","0","182","229","16","1","16","1","12","0","10","0","12","92","0","10","0","0","0","32","7","18","0","0","8","0","0","0","0","0","0","1","4","0","9","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","3","0","0","3","0","false"
"L63783","0","0","0","0","0","0","0","0","1","1","1","10","3","0","0","2","11","0.2","0.148148","12","10","2","8","0.148148","12","2","2","0","0","1","69","90","9","5","7","5","9","0","9","0","20","37","0","20","0","69","90","9","5","7","5","9","0","9","0","20","37","0","20","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L64436","0","0","0","0","0","0","0","0","0","0","0","2","2","3","1","0","2","0.333333","0.6","6","6","1","2","0.6","6","2","2","2","2","1","4","6","3","12","0","1","2","0","2","1","20","0","0","20","2","4","6","3","12","0","1","2","0","2","1","20","0","0","20","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L64613","0","0","0","0","0","0","0","0","1","1","1","15","7","8","19","8","21","0.0714286","0.1","6","6","1","13","0.1","6","2","2","3","3","1","54","67","6","14","3","4","13","0","13","3","30","20","0","30","4","54","67","6","14","3","4","13","0","13","3","30","20","0","30","4","0","0","29","0","9","0","0","4","0","0","0","0","0","0","3","0","0","1","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","false"
"L61678","0","0","0","0","0","0","0","0","4","0","0","15","7","25","32","1","16","0.125","0.169811","9","9","2","14","0.160714","9","0","0","5","17","0","44","63","2","8","2","8","15","0","15","1","15","11","0","15","1","47","66","4","8","4","8","15","2","15","1","15","11","2","15","1","0","0","35","1","2","0","0","0","0","0","0","1","0","0","1","0","0","1","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","false"
"L64212","0","0","0","0","0","0","0","0","0","0","0","3","2","8","4","0","3","0.25","0.352941","6","6","1","3","0.352941","6","1","1","7","12","1","11","14","3","11","1","3","3","0","3","0","18","2","0","18","1","11","14","3","11","1","3","3","0","3","0","18","2","0","18","1","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L64626","0","0","0","0","0","0","0","0","1","1","1","14","16","1","1","9","20","0.166667","0.178082","13","12","2","10","0.178082","13","2","2","0","0","1","60","81","5","14","2","6","11","0","11","0","25","24","0","25","1","60","81","5","14","2","6","11","0","11","0","25","24","0","25","1","0","0","25","1","6","0","0","3","0","0","0","0","0","0","2","1","0","1","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","false"
"L62514","0","0","0","0","0","0","0","0","3","1","1","14","15","1","1","8","20","0.0769231","0.0958904","7","6","1","12","0.0958904","7","2","2","0","0","1","66","84","7","13","4","5","12","0","12","0","26","24","0","26","1","66","84","7","13","4","5","12","0","12","0","26","24","0","26","1","0","0","29","1","10","0","0","4","0","0","0","1","0","0","2","1","0","4","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
